wkt_geom,latitude,longitude,NOMGEO,NOM_ENT,acq_date_mex,SATELITE
POINT (-106.32287 24.25054),24.25054,-106.32287,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.32349 24.25393),24.25393,-106.32349,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.32015 24.25786),24.25786,-106.32015,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.51945 24.23025),24.23025,-106.51945,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.32052 24.26128),24.26128,-106.32052,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.50443 24.2358),24.2358,-106.50443,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.50841 24.23525),24.23525,-106.50841,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.5124 24.2347),24.2347,-106.5124,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.52415 24.23305),24.23305,-106.52415,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.52798 24.23251),24.23251,-106.52798,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.5318 24.23198),24.23198,-106.5318,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.53253 24.23533),24.23533,-106.53253,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.50517 24.23916),24.23916,-106.50517,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.51322 24.23804),24.23804,-106.51322,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.53637 24.23479),24.23479,-106.53637,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.32169 24.26806),24.26806,-106.32169,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.5332 24.23869),24.23869,-106.5332,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.53701 24.23816),24.23816,-106.53701,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.54086 24.23762),24.23762,-106.54086,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.50257 24.24643),24.24643,-106.50257,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.50333 24.24979),24.24979,-106.50333,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.53838 24.24487),24.24487,-106.53838,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.54646 24.24718),24.24718,-106.54646,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.23329 24.29421),24.29421,-106.23329,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.23727 24.29366),24.29366,-106.23727,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.24136 24.29309),24.29309,-106.24136,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.50471 24.2565),24.2565,-106.50471,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.50867 24.25595),24.25595,-106.50867,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.51264 24.2554),24.2554,-106.51264,Cosalá,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.2302 24.29812),24.29812,-106.2302,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.23422 24.29756),24.29756,-106.23422,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.23823 24.29701),24.29701,-106.23823,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.32508 24.28497),24.28497,-106.32508,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.24231 24.29645),24.29645,-106.24231,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.2266 24.31603),24.31603,-106.2266,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.23519 24.31832),24.31832,-106.23519,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.23906 24.31778),24.31778,-106.23906,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.24283 24.31726),24.31726,-106.24283,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.23953 24.32119),24.32119,-106.23953,San Ignacio,Sinaloa,2025-04-03 14:21:00,Sin Info
POINT (-106.48488 24.31112),24.31112,-106.48488,Tamazula,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.48534 24.31451),24.31451,-106.48534,Tamazula,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.48941 24.31394),24.31394,-106.48941,Tamazula,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.49345 24.31336),24.31336,-106.49345,Tamazula,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.49744 24.3128),24.3128,-106.49744,Tamazula,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.48983 24.31734),24.31734,-106.48983,Tamazula,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.22379 24.71219),24.71219,-106.22379,Tamazula,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.22787 24.71163),24.71163,-106.22787,Tamazula,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.2245 24.71558),24.71558,-106.2245,Tamazula,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.22858 24.71502),24.71502,-106.22858,Tamazula,Durango,2025-04-03 14:21:00,Sin Info
POINT (-105.10783 24.93282),24.93282,-105.10783,Nuevo Ideal,Durango,2025-04-03 14:21:00,Sin Info
POINT (-105.20537 26.10373),26.10373,-105.20537,Indé,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.01696 26.04818),26.04818,-106.01696,Guanaceví,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.0215 26.04759),26.04759,-106.0215,Guanaceví,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.0173 26.05169),26.05169,-106.0173,Guanaceví,Durango,2025-04-03 14:21:00,Sin Info
POINT (-106.01817 26.78482),26.78482,-106.01817,Ocampo,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.11259 26.70444),26.70444,-106.11259,Ocampo,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.11701 26.70176),26.70176,-106.11701,Ocampo,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.11323 26.70115),26.70115,-106.11323,Ocampo,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.01413 26.05052),26.05052,-106.01413,Guanaceví,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.01873 26.04786),26.04786,-106.01873,Guanaceví,Durango,2025-04-04 02:50:00,Sin Info
POINT (-103.39809 25.48734),25.48734,-103.39809,Torreón,Coahuila de Zaragoza,2025-04-04 02:50:00,Sin Info
POINT (-106.45493 25.09855),25.09855,-106.45493,Canelas,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.22636 24.7171),24.7171,-106.22636,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.21873 24.71585),24.71585,-106.21873,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.21933 24.71255),24.71255,-106.21933,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.23078 24.71442),24.71442,-106.23078,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.22696 24.7138),24.7138,-106.22696,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.24506 24.32432),24.32432,-106.24506,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.24142 24.32372),24.32372,-106.24142,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.23777 24.32312),24.32312,-106.23777,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.23405 24.32251),24.32251,-106.23405,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.24944 24.32163),24.32163,-106.24944,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.2457 24.32102),24.32102,-106.2457,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.24208 24.32042),24.32042,-106.24208,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.23845 24.31982),24.31982,-106.23845,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.23473 24.31921),24.31921,-106.23473,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.22717 24.31797),24.31797,-106.22717,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.24644 24.31773),24.31773,-106.24644,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.24276 24.31712),24.31712,-106.24276,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.22388 24.31403),24.31403,-106.22388,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.22433 24.3107),24.3107,-106.22433,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.22572 24.30071),24.30071,-106.22572,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.22227 24.29674),24.29674,-106.22227,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.22675 24.29405),24.29405,-106.22675,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.22281 24.29341),24.29341,-106.22281,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.23063 24.29469),24.29469,-106.23063,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.22723 24.29072),24.29072,-106.22723,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.23878 24.29261),24.29261,-106.23878,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.23493 24.29198),24.29198,-106.23493,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.23112 24.29136),24.29136,-106.23112,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.22334 24.29008),24.29008,-106.22334,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.2354 24.28865),24.28865,-106.2354,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.49569 24.31746),24.31746,-106.49569,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.48808 24.31622),24.31622,-106.48808,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.49636 24.31416),24.31416,-106.49636,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.48498 24.31232),24.31232,-106.48498,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.48566 24.30902),24.30902,-106.48566,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.48183 24.30841),24.30841,-106.48183,Tamazula,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.32255 24.28245),24.28245,-106.32255,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.32308 24.27912),24.27912,-106.32308,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.32204 24.25838),24.25838,-106.32204,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.3184 24.25778),24.25778,-106.3184,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.3191 24.25448),24.25448,-106.3191,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.327 24.25237),24.25237,-106.327,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.32024 24.24785),24.24785,-106.32024,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.3128 24.24663),24.24663,-106.3128,San Ignacio,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50896 24.26477),24.26477,-106.50896,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50526 24.26417),24.26417,-106.50526,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50154 24.26357),24.26357,-106.50154,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.5059 24.26088),24.26088,-106.5059,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50278 24.25697),24.25697,-106.50278,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.499 24.25636),24.25636,-106.499,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.51403 24.25879),24.25879,-106.51403,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50719 24.25429),24.25429,-106.50719,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.5034 24.25367),24.25367,-106.5034,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.49957 24.25306),24.25306,-106.49957,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50394 24.25036),24.25036,-106.50394,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50452 24.24706),24.24706,-106.50452,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50184 24.23983),24.23983,-106.50184,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50625 24.23714),24.23714,-106.50625,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50242 24.23652),24.23652,-106.50242,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.50681 24.23383),24.23383,-106.50681,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.51443 24.23507),24.23507,-106.51443,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.51061 24.23445),24.23445,-106.51061,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.53815 24.23211),24.23211,-106.53815,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.5344 24.2315),24.2315,-106.5344,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.53062 24.23089),24.23089,-106.53062,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-106.51929 24.22905),24.22905,-106.51929,Cosalá,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-105.55337 23.81592),23.81592,-105.55337,Pueblo Nuevo,Durango,2025-04-04 02:50:00,Sin Info
POINT (-105.83106 23.5558),23.5558,-105.83106,Concordia,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-105.83171 23.55245),23.55245,-105.83171,Concordia,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-105.83566 23.55311),23.55311,-105.83566,Concordia,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-105.80721 23.46669),23.46669,-105.80721,Concordia,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-105.80786 23.46334),23.46334,-105.80786,Concordia,Sinaloa,2025-04-04 02:50:00,Sin Info
POINT (-105.33795 23.08411),23.08411,-105.33795,Pueblo Nuevo,Durango,2025-04-04 02:50:00,Sin Info
POINT (-106.01733 26.78519),26.78519,-106.01733,Ocampo,Durango,2025-04-04 14:04:00,Sin Info
POINT (-105.36652 25.93246),25.93246,-105.36652,El Oro,Durango,2025-04-04 14:04:00,Sin Info
POINT (-105.36977 25.92851),25.92851,-105.36977,El Oro,Durango,2025-04-04 14:04:00,Sin Info
POINT (-104.30495 25.84178),25.84178,-104.30495,Mapimí,Durango,2025-04-04 14:04:00,Sin Info
POINT (-106.49566 24.31858),24.31858,-106.49566,Tamazula,Durango,2025-04-04 14:04:00,Sin Info
POINT (-107.12596 25.16106),25.16106,-107.12596,Culiacán,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.01667 26.78185),26.78185,-106.01667,Ocampo,Durango,2025-04-04 14:04:00,Sin Info
POINT (-105.80455 23.46637),23.46637,-105.80455,Concordia,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-105.80497 23.46982),23.46982,-105.80497,Concordia,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-105.83336 23.55313),23.55313,-105.83336,Concordia,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-104.90958 23.93828),23.93828,-104.90958,Durango,Durango,2025-04-04 14:04:00,Sin Info
POINT (-104.91339 23.93766),23.93766,-104.91339,Durango,Durango,2025-04-04 14:04:00,Sin Info
POINT (-104.90642 23.9422),23.9422,-104.90642,Durango,Durango,2025-04-04 14:04:00,Sin Info
POINT (-104.90262 23.94282),23.94282,-104.90262,Durango,Durango,2025-04-04 14:04:00,Sin Info
POINT (-104.91023 23.94159),23.94159,-104.91023,Durango,Durango,2025-04-04 14:04:00,Sin Info
POINT (-104.91405 23.94097),23.94097,-104.91405,Durango,Durango,2025-04-04 14:04:00,Sin Info
POINT (-104.91787 23.94035),23.94035,-104.91787,Durango,Durango,2025-04-04 14:04:00,Sin Info
POINT (-104.90707 23.94551),23.94551,-104.90707,Durango,Durango,2025-04-04 14:04:00,Sin Info
POINT (-104.91089 23.9449),23.9449,-104.91089,Durango,Durango,2025-04-04 14:04:00,Sin Info
POINT (-104.90325 23.94613),23.94613,-104.90325,Durango,Durango,2025-04-04 14:04:00,Sin Info
POINT (-106.3108 24.24459),24.24459,-106.3108,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.30267 24.24956),24.24956,-106.30267,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.31125 24.24809),24.24809,-106.31125,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.30302 24.25307),24.25307,-106.30302,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.32634 24.25264),24.25264,-106.32634,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.32243 24.25688),24.25688,-106.32243,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.51022 24.23191),24.23191,-106.51022,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.5063 24.23618),24.23618,-106.5063,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.51057 24.23545),24.23545,-106.51057,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.53262 24.23166),24.23166,-106.53262,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.53705 24.2309),24.2309,-106.53705,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.22324 24.28801),24.28801,-106.22324,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.22734 24.28731),24.28731,-106.22734,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.23582 24.28588),24.28588,-106.23582,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.53765 24.2344),24.2344,-106.53765,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.21957 24.29218),24.29218,-106.21957,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.2236 24.2915),24.2915,-106.2236,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.22766 24.29081),24.29081,-106.22766,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.23188 24.2901),24.2901,-106.23188,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.23618 24.28937),24.28937,-106.23618,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.49928 24.24818),24.24818,-106.49928,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.50349 24.24746),24.24746,-106.50349,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.22025 24.29917),24.29917,-106.22025,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.22427 24.29849),24.29849,-106.22427,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.32249 24.28187),24.28187,-106.32249,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.50012 24.25523),24.25523,-106.50012,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.50073 24.25872),24.25872,-106.50073,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.22494 24.30902),24.30902,-106.22494,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.50138 24.2622),24.2622,-106.50138,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.51475 24.25993),24.25993,-106.51475,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.221 24.31324),24.31324,-106.221,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.50221 24.26566),24.26566,-106.50221,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.50305 24.26911),24.26911,-106.50305,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.22127 24.31674),24.31674,-106.22127,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.49872 24.26985),24.26985,-106.49872,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.22549 24.31603),24.31603,-106.22549,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.22076 24.31612),24.31612,-106.22076,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.49756 24.26793),24.26793,-106.49756,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.50638 24.26638),24.26638,-106.50638,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.50192 24.26716),24.26716,-106.50192,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.50273 24.27062),24.27062,-106.50273,Cosalá,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.22966 24.31814),24.31814,-106.22966,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.23464 24.32083),24.32083,-106.23464,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.23555 24.32422),24.32422,-106.23555,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.23998 24.32345),24.32345,-106.23998,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.24464 24.32263),24.32263,-106.24464,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.24905 24.32187),24.32187,-106.24905,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.24093 24.32683),24.32683,-106.24093,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.2455 24.32604),24.32604,-106.2455,San Ignacio,Sinaloa,2025-04-04 14:04:00,Sin Info
POINT (-106.48157 24.31383),24.31383,-106.48157,Tamazula,Durango,2025-04-04 14:04:00,Sin Info
POINT (-106.4948 24.31514),24.31514,-106.4948,Tamazula,Durango,2025-04-04 14:04:00,Sin Info
POINT (-103.47551 25.49312),25.49312,-103.47551,Lerdo,Durango,2025-04-05 02:30:00,Sin Info
POINT (-103.39716 25.48828),25.48828,-103.39716,Torreón,Coahuila de Zaragoza,2025-04-05 02:30:00,Sin Info
POINT (-103.45014 25.6421),25.6421,-103.45014,Gómez Palacio,Durango,2025-04-05 02:30:00,Sin Info
POINT (-106.23645 24.32948),24.32948,-106.23645,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.24197 24.3265),24.3265,-106.24197,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.24734 24.32721),24.32721,-106.24734,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.23666 24.3258),24.3258,-106.23666,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.21986 24.31247),24.31247,-106.21986,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.22121 24.30894),24.30894,-106.22121,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.22256 24.30542),24.30542,-106.22256,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.21818 24.30484),24.30484,-106.21818,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.22364 24.30185),24.30185,-106.22364,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.21936 24.30129),24.30129,-106.21936,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.21814 24.29001),24.29001,-106.21814,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.23688 24.28875),24.28875,-106.23688,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.23228 24.28815),24.28815,-106.23228,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.22774 24.28756),24.28756,-106.22774,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.22333 24.28699),24.28699,-106.22333,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.21902 24.28642),24.28642,-106.21902,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.23792 24.28517),24.28517,-106.23792,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.2333 24.28457),24.28457,-106.2333,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.22866 24.28397),24.28397,-106.22866,San Ignacio,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.49076 24.30269),24.30269,-106.49076,Tamazula,Durango,2025-04-05 02:33:00,Sin Info
POINT (-106.49367 24.30394),24.30394,-106.49367,Tamazula,Durango,2025-04-05 02:33:00,Sin Info
POINT (-106.50307 24.27512),24.27512,-106.50307,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.49911 24.26332),24.26332,-106.49911,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.49406 24.26265),24.26265,-106.49406,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.49491 24.25901),24.25901,-106.49491,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.49981 24.25965),24.25965,-106.49981,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.49582 24.25537),24.25537,-106.49582,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.50056 24.25599),24.25599,-106.50056,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.49677 24.25175),24.25175,-106.49677,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.49776 24.24812),24.24812,-106.49776,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.49873 24.24449),24.24449,-106.49873,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
POINT (-106.49963 24.24085),24.24085,-106.49963,Cosalá,Sinaloa,2025-04-05 02:33:00,Sin Info
